num_paralela,num_x,tercero,cod_op,op_2021,apli,importe,exp_gasto,exp_gestor,SP
00159222B10008806,00159221310039793,*,2001000,00159221310039793,20221401  312A1  660,1.0,101000003927,2002140010001001880,01
00159222B10008807,00159221310073684,000B82736471,2002300,00159221310073684,20221401  312A1  660,1.0,013052100446,2002140010001001880,01
00159222B10008808,00159221310039795,*,2001000,00159221310039795,20221401  312A1  660,1722000.0,101000003946,2002140010001001881,01
00159222B10008809,00159221310124628,000A28165587,2002300,00159221310124628,20221401  312A1  660,1722000.0,013052100448,2002140010001001881,01
00159222B10008810,00159221310043247,*,2001000,00159221310043247,20221401  312A1  660,20026.0,013032100006,2002140010001001887,01
00159222B10008811,00159221310044267,000B87923108,2002300,00159221310044267,20221401  312A1  660,20026.0,013032100006,2002140010001001887,01
00159222B10008812,00159221310044608,*,2001000,00159221310044608,20221401  312A1  660,1155000.0,013052100464,2002140010001001890,01
00159222B10008813,00159221310069338,000A08834012,2002300,00159221310069338,20221401  312A1  660,1155000.0,013052100464,2002140010001001890,01
00159222B10008814,00159221310048227,*,2001000,00159221310048227,20221401  312A1  660,302379.0,013052100484,2002140010001001898,01
00159222B10008815,00159221310056310,000B03362621,2002300,00159221310056310,20221401  312A1  660,302379.0,013052100484,2002140010001001898,01
00159222B10008816,00159221310062748,*,2001000,00159221310062748,20221401  312A1  660,1524600.0,013052100633,2002140010001001924,01
00159222B10008817,00159221310073767,000A82866591,2002300,00159221310073767,20221401  312A1  660,1524600.0,013052100633,2002140010001001924,01
00159222B10008818,00159221310073982,*,2001000,00159221310073982,20221401  312A1  660,1.0,013062100149,2002140010001001938,01
00159222B10008819,00159221310075297,000B82892076,2002300,00159221310075297,20221401  312A1  660,1.0,013062100149,2002140010001001938,01
00159222B10008820,00159221310080689,*,2001000,00159221310080689,20221401  312A1  660,205700.0,013052100853,2002140010001001944,01
00159222B10008821,00159221310089136,000A50086412,2002300,00159221310089136,20221401  312A1  660,205700.0,013052100853,2002140010001001944,01
00159222B10008822,00159221310080794,*,2001000,00159221310080794,20221401  312A1  660,1.0,013052100859,2002140010001001950,01
00159222B10008823,00159221310082612,000A28139434,2002300,00159221310082612,20221401  312A1  660,1.0,013052100859,2002140010001001950,01
00159222B10008824,00159221310097323,*,2001000,00159221310097323,20221401  312A1  660,1059985.0,013052101023,2002140010001001971,01
00159222B10008825,00159221310120583,000B86029311,2002300,00159221310120583,20221401  312A1  660,1059985.0,013052101023,2002140010001001971,01
00159222B10008826,00159221310098489,*,2001000,00159221310098489,20221401  312A1  660,80622.0,013052101056,2002140010001001978,01
00159222B10008827,00159221310107393,000B62085873,2002300,00159221310107393,20221401  312A1  660,80622.0,013052101056,2002140010001001978,01
00159222B10008828,00159221310017470,*,2001000,00159221310017470,20221401  121M2  660,3196.0,101000001451,2004140010003001547,01
00159222B10008829,00159221310095948,000A28570182,2002300,00159221310095948,20221401  121M2  660,3196.0,013022100352,2004140010003001547,01
00159222B10008830,00159221310017470,*,2001000,00159221310017470,20221401  121M2  660,699.0,101000001451,2004140010003001547,01
